InputSize,InputType,AvgTimeMs,StdDevMs,Comparisons,Assignments,ArrayAccesses,MemoryBytes,Result
100,Unanimous100%,0,1309,0,0810,200,1,200,4667,42
1000,Unanimous100%,0,3347,0,1930,2000,1,2000,0,42
10000,Unanimous100%,0,4811,0,4589,20000,1,20000,4667,42
100000,Unanimous100%,0,8206,0,3729,200000,1,200000,0,42
